,App_Names,Reviews,Size,Price,Last Updated,Minimum Android Version,install,Content,som_clut,Final_clust
313,"Maya - Period, Fertility, Ovulation & Pregnancy",177988,15.0,0.0,33,4.0,5000000,2,60,6
314,"Body Editor - Body Shape Editor, Slim Face & Body",33104,14.0,0.0,36,4.0,5000000,1,62,6
315,Keto Diet Plan & Recipes,24,27.0,0.0,33,4.0,50000,0,6,1
316,Water Diet Plan,71,8.9,0.0,35,4.0,100000,0,3,1
317,"Komoot ï¿½ Cycling, Hiking & Mountain Biking Maps",74874,25.270662905500703,0.0,34,4.142857142857143,1000000,0,13,1
318,Wahoo Fitness: Workout Tracker,6697,34.0,0.0,41,4.0,100000,0,19,1
319,Simple Weight Tracker,3499,3.6,0.0,33,5.0,100000,0,48,1
320,ageLOC Me,23,41.0,0.0,50,4.0,5000,0,34,3
321,Relaxing Spa Music,189,16.0,0.0,33,2.0,10000,0,25,3
322,Sportcentrum de Oude Fabriek,28,24.0,0.0,33,4.0,100,0,5,1
323,Urban Sports Club,239,12.0,0.0,33,4.0,50000,0,5,1
324,PowerDot,728,22.0,0.0,34,5.0,10000,0,39,1
325,RR Eating Disorder Management,5633,25.270662905500703,0.0,34,5.0,100000,0,39,1
326,mySymptoms Food Diary & Symptom Tracker,768,15.0,4.49,34,4.0,10000,0,37,4
327,Food Intolerances,305,27.0,4.99,37,4.0,10000,0,45,4
328,Gym Workout Plan for Weight Training,1385,23.0,0.0,38,4.0,100000,0,9,1
329,SugarWOD,2287,6.3,0.0,36,4.0,100000,1,62,6
330,Fitternity - Health & Fitness App,1517,40.0,0.0,34,5.0,100000,0,39,1
331,Smiling Mind,1995,13.0,0.0,35,4.0,500000,0,3,1
332,Easy Workout Exercises on your Office Chair,6,20.0,0.0,35,4.0,5000,0,3,1
333,keto diet recipes -30 Days Plan,127,13.0,0.0,34,4.0,50000,0,4,1
334,Best Cucumber Diet Weightloss Plan,28,11.0,0.0,42,4.0,10000,0,18,1
335,Discovery Benefits Mobile,495,2.4,0.0,37,6.0,100000,0,64,1
336,Detox diet plan:Lose fat fast in 7 days,1156,13.0,0.0,33,4.0,100000,0,5,1
337,Atkins Diet,13,12.0,0.0,36,4.0,1000,0,2,1
338,Fasting Time - Fasting Tracker & Intermittent Diet,1044,9.2,0.0,34,4.0,50000,0,4,1
339,Intermittent Fasting For Beginner,6,11.0,0.0,36,4.0,5000,0,2,1
340,Keto Diet Plan Beginner,86,13.0,0.0,36,4.0,50000,0,2,1
341,"Decathlon Coach - Running, Walking, Pilates, GPS",19087,59.0,0.0,33,4.0,1000000,0,6,1
342,Cure.fit - Food Delivery | Fitness | Online doctor,17293,25.270662905500703,0.0,33,5.0,1000000,0,48,1
343,The Healing App: Heal Me!,304,2.4,0.0,36,4.0,5000,0,2,1
344,Deep Meditation: Relaxation & Sleep Meditation App,2438,4.4,0.0,33,4.0,100000,0,5,1
345,"MINDBODY - Book Fitness, Wellness, Salon, and Spa",6656,20.0,0.0,32,4.142857142857143,1000000,0,13,1
346,UnitedHealthcare,260,18.0,0.0,33,5.0,10000,0,48,1
347,Patient Aid,1319,32.0,0.0,33,4.0,50000,0,6,1
348,Hidrate Spark Water Bottle,4239,29.0,0.0,33,5.0,50000,0,48,1
349,Hydro Coach PRO - Drink water,9087,16.0,5.99,33,4.0,50000,0,45,4
350,DrinKup ï¿½ Your Smart Bottle Friend,110,30.0,0.0,34,4.0,1000,0,12,1
351,"Sleep sounds - Relax, Yoga, Sleep, Meditation",2387,3.7,0.0,32,5.0,100000,0,48,1
352,Ocean Sounds Relax n Sleep,4177,15.0,0.0,33,4.0,100000,0,5,1
353,Water Sounds Nature Sounds,3201,24.0,0.0,33,4.0,100000,0,5,1
354,Thunderstorm Sounds Nature,2398,19.0,0.0,33,4.0,100000,0,5,1
355,Farmï¿½cias de Serviï¿½o .net,4709,25.270662905500703,0.0,51,4.142857142857143,500000,0,34,3
356,"Body Measurement, Body Fat and Weight Loss Tracker",1418,25.270662905500703,0.0,33,4.142857142857143,100000,0,13,1
357,Kaiser Permanente,12927,29.0,0.0,33,5.0,1000000,0,48,1
358,UHC StudentResources,290,6.3,0.0,36,4.0,50000,0,2,1
359,Consumer Accounts with UMR,8,2.4,0.0,37,6.0,1000,0,64,1
360,UHC Healthy Pregnancy,38,46.0,0.0,33,4.0,5000,0,6,1
361,Express Scripts,14163,8.3,0.0,34,4.0,500000,0,4,1
362,F45 Training,196,6.7,0.0,36,4.0,100000,0,2,1
363,Health Mate - Total Health Tracking,44722,25.270662905500703,0.0,33,4.142857142857143,1000000,0,13,1
364,White Noise & Deep Sleep Sounds - Fan & Baby Sleep,1370,58.0,0.0,41,6.0,50000,0,64,1
365,HIIT & Cardio Workout by Fitify,13692,38.0,0.0,41,4.0,1000000,0,19,1
366,sFilter - Blue Light Filter,6105,2.3,0.0,32,4.0,500000,0,14,1
367,Blue Light Filter & Night Mode - Night Shift,43773,3.6,0.0,33,4.0,1000000,0,5,1
368,Bluelight Filter for Eye Care,340580,6.1,0.0,34,4.0,10000000,0,15,1
369,"Blue Light Filter - Night Mode, Night Shift",246914,25.270662905500703,0.0,35,4.142857142857143,10000000,0,15,1
370,Seconds Pro - Interval Timer,2481,5.6,4.99,34,5.0,10000,0,45,4
371,Healthy Detox Drinks: 300+ Recipes,5,18.0,0.99,39,4.0,50,0,30,1
372,"Weight Diary - Weight Loss Tracker, BMI, Body Fat",254,11.0,0.0,35,5.0,50000,0,39,1
373,BMI & Weight Control,1840,25.270662905500703,0.0,34,4.142857142857143,100000,0,13,1
374,BMI Calculator & Weight Loss Tracker,124030,4.2,0.0,34,5.0,10000000,0,48,1
375,BMI Calculator,3896,3.6,0.0,34,4.0,1000000,0,4,1
376,"Accolade, Inc.",353,25.270662905500703,0.0,32,4.142857142857143,50000,0,13,1
377,Tabela Tuss,86,3.2,0.0,62,4.0,5000,0,43,3
378,Solfeggio Frequencies : Chakra Healing,2118,53.0,0.0,34,4.0,100000,0,12,1
379,MedBridge GO for Patients,1773,25.0,0.0,34,4.0,50000,0,12,1
380,Apphealing,23,53.0,6.99,43,4.0,100,0,45,4
381,"Plank Workout-30 Day Challenge, Full body workout",40619,25.270662905500703,0.0,33,4.0,500000,0,6,1
382,Diabetes Diary - Blood Glucose Tracker,174,7.9,0.0,33,4.0,10000,0,5,1
383,Quit Drinking ï¿½ Stay Sober,193,5.9,0.0,33,4.0,10000,0,5,1
384,Weight,1193,25.270662905500703,0.0,33,4.142857142857143,100000,0,13,1
385,My Contractions Tracker,147,2.6,0.0,34,4.0,50000,0,4,1
386,Abs Workout,2538,9.5,0.0,35,4.0,100000,0,3,1
387,Amerifit Nutrition Tracker,50,25.270662905500703,0.0,40,4.142857142857143,5000,0,10,1
388,White Noise,15885,25.270662905500703,0.99,39,4.142857142857143,100000,0,30,1
389,Rise ï¿½ Sleep Better,53,59.0,0.0,33,5.0,10000,0,40,1
390,"KFit - Fitness, Beauty, Spa",1098,18.0,0.0,37,4.0,100000,0,1,1
391,myCOMPASS PA,2604,39.0,0.0,34,6.0,100000,0,64,1
392,Sitting Still,23,38.0,1.99,67,4.0,1000,0,58,3
393,MDLIVE for Cigna,51,35.0,0.0,57,4.0,10000,0,43,3
394,Breakthrough Therapy,42,23.0,0.0,60,4.0,5000,0,43,3
395,Coach by Cigna,3778,34.0,0.0,55,4.0,1000000,0,43,3
396,Apps & Activities,15,22.0,0.0,37,6.0,1000,0,64,1
397,Cigna Health Benefits,268,2.2,0.0,59,4.0,100000,0,43,3
398,Cigna Envoy,681,11.0,0.0,32,5.0,50000,0,48,1
399,Home Workout for Men - Bodybuilding,27289,9.8,0.0,33,4.0,1000000,0,5,1
400,Yoga Workout - Yoga for Beginners - Daily Yoga,2957,20.0,0.0,33,4.0,100000,0,5,1
401,Beachbody On Demand - The Best Fitness Workouts,2350,12.0,0.0,33,5.0,500000,0,48,1
402,Sobriety Counter ï¿½ Bad Habits,21186,4.7,0.0,34,4.0,500000,0,4,1
403,BD Provider App,45,13.0,0.0,63,4.0,10000,0,50,3
404,"Body Calculator (BMI, TDEE...)",376,7.1,0.0,40,5.0,100000,0,47,1
405,Weight Tracker aktiWeight,3522,4.8,0.0,32,4.0,100000,0,14,1
406,Gorilla Workout: Build Muscle & Lose Weight Easily,1509,86.0,0.99,44,4.0,10000,0,44,1
407,Gympass,6020,5.9,0.0,34,5.0,500000,0,48,1
408,Food Diary,1240,4.3,0.0,40,4.0,100000,0,10,1
409,FitToFit - Fitbit to Google Fit,1074,3.3,0.0,32,4.0,100000,0,14,1
410,St John Ambulance First Aid,3308,11.0,0.0,61,1.0,500000,0,41,3
411,White Noise - Baby Sleep Sounds,161,3.6,0.0,32,5.0,10000,0,48,1
412,OvuView: Ovulation & Fertility,41612,25.270662905500703,0.0,42,4.142857142857143,1000000,0,18,1
413,Ovulation Calendar & Fertility - Boy or Girl,6868,6.9,0.0,34,4.0,500000,0,4,1
414,Wave Sounds,156,20.0,0.0,42,2.0,10000,0,25,3
415,Styrkelabbet,483,27.0,0.0,34,4.0,10000,0,12,1
416,Break Reminder,299,3.4,0.0,36,4.0,10000,0,2,1
417,I need hugs,114,7.9,0.0,42,4.0,10000,0,18,1
418,Daily Workout - Lose Belly Fat in 7 Minutes,17,4.6,0.0,34,4.0,1000,0,4,1
419,Bluelight Filter,6990,186.0,0.0,34,4.0,500000,0,7,1
420,Zika Vï¿½rus - Minha Vida,46,2.8,0.0,69,4.0,1000,0,50,3
421,Suunto,7806,30.0,0.0,32,5.0,100000,0,48,1
422,Yoga for Beginners ï¿½ Daily Yoga Workout at Home,1073,28.0,0.0,34,4.0,100000,0,12,1
423,"Keep Yoga - Yoga & Meditation, Yoga Daily Fitness",11367,25.270662905500703,0.0,33,4.142857142857143,500000,0,13,1
424,Down Dog | Great Yoga Anywhere,34708,9.1,0.0,33,4.0,1000000,1,62,6
425,"Interval Timer - HIIT, Tabata, Crossfit Training",132,5.8,0.0,33,4.0,50000,0,5,1
426,Notify & Fitness for Mi Band,28906,14.0,0.0,33,4.0,1000000,0,5,1
427,JUKUSUI,19683,25.270662905500703,0.0,33,4.142857142857143,1000000,0,13,1
428,Sync Fix for Fitbit and Huawei/Honor phones,141,3.2,0.0,33,4.0,10000,0,5,1
429,"Brown Noise, Pink Noise and White Noise.",553,4.7,0.0,32,4.0,10000,0,14,1
430,BMI Calculator - BMR Calculator & Ideal Weight,144,2.2,0.0,33,4.0,10000,0,5,1
431,Sobriety Clock,541,25.270662905500703,0.0,33,4.142857142857143,100000,1,62,6
432,NA Meeting Search 3.3,2395,7.0,0.0,39,4.0,100000,0,10,1
433,Twilight: Blue light filter,341452,25.270662905500703,0.0,36,4.142857142857143,5000000,0,15,1
434,Drink Water Reminder - Water Tracker & Alarm,2665,3.5,0.0,34,5.0,100000,0,48,1
435,Hydro Coach - Drink Water Reminder & Water Tracker,101694,17.0,0.0,33,4.0,1000000,0,22,1
436,PhysiAppï¿½,37,9.5,0.0,38,4.0,10000,0,9,1
437,BodySpace - Social Fitness App,19686,71.0,0.0,35,4.0,1000000,1,62,6
438,Go: Audio Workouts & Fitness,406,22.0,0.0,33,5.0,10000,0,48,1
439,Music for Meditation,2881,87.0,0.0,36,4.0,100000,0,20,1
440,mental health,131,12.0,0.0,35,4.0,50000,0,3,1
441,BMI for Kids calculator Percentile child BMI Chart,12,3.8,0.0,41,4.0,1000,0,18,1
442,Arm Workout - Biceps Exercise,85082,12.0,0.0,36,4.0,10000000,0,2,1
443,200 Push-Ups - Ultimate Workout,8666,6.0,0.0,33,4.0,100000,0,5,1
444,Movesum ï¿½ Steps by Lifesum,297,6.3,0.0,64,4.0,50000,0,50,3
445,My Doctor Online (NCAL Only),543,43.0,0.0,34,6.0,100000,0,64,1
446,Make me Healthy ?? Fitness & Healthy Lifestyle app,59,3.0,0.0,36,4.0,1000,0,2,1
447,Fitbit Plus - Health Coaching,98,36.0,0.0,34,5.0,10000,0,39,1
448,iFlex by Infinisource,63,2.4,0.0,37,6.0,10000,0,64,1
449,Auro : Gym Audio Workouts,82,41.0,0.0,33,5.0,10000,0,40,1
450,Anytime Fitness,829,18.0,0.0,32,5.0,500000,0,48,1
451,Crunch Fitness,918,40.0,0.0,36,5.0,100000,0,39,1
452,Waking Up with Sam Harris - Mindfulness Meditation,4240,16.0,0.0,33,4.0,100000,0,5,1
453,She Fit - Female Fitness,34,36.0,0.0,33,4.0,1000,0,6,1
454,Timer Pro - Workouts Timer,1088,22.0,0.0,38,4.0,100000,0,9,1
455,??????? ???? ?? ???? ?????,17,3.8,0.0,37,4.0,5000,0,1,1
456,Vitamin Deficiency Finder,1442,25.270662905500703,0.0,35,4.142857142857143,100000,0,12,1
457,Thyroid Nodule and Cancer Guide,9,19.0,0.0,34,5.0,100,0,48,1
458,Learn Acupressure Basics,1457,4.1,0.0,37,4.0,100000,0,1,1
459,Ingred,1389,3.7,0.0,34,4.0,100000,0,4,1
460,Water Drink Reminder - Hydro+,547,25.270662905500703,2.99,38,4.142857142857143,1000,0,37,4
461,Engage Wellbeing,366,32.0,0.0,33,5.0,10000,0,48,1
462,Plum Market,41,13.0,0.0,33,4.0,10000,0,5,1
463,The 28 Day Diet,4,12.0,0.99,45,4.0,100,0,44,1
464,MOVEEFFECT,11,3.6,0.0,37,4.0,1000,0,1,1
465,"Gym WP - Dumbbell, Barbell and Supersets Workouts",22522,22.0,0.0,32,4.0,500000,0,14,1
466,ThinkUp: Positive Affirmations,1999,76.0,0.0,32,4.0,100000,0,7,1
467,Virginia Mason Medical Center,15,3.5,0.0,46,4.0,1000,0,35,3
468,OmaMehilï¿½inen,467,21.0,0.0,32,5.0,100000,0,48,1
469,TomTom Sports,45482,43.0,0.0,35,4.0,1000000,0,12,1
470,Accupressure Yoga Point Tips,26,8.3,0.0,35,4.0,5000,0,3,1
471,TCM Acupoint index for acupuncture,962,10.0,0.0,34,4.0,100000,0,4,1
472,Asian Health,62,25.270662905500703,3.49,35,4.142857142857143,5000,0,37,4
473,Acupressure Point for 300+ Diseases,50,5.4,0.0,47,4.0,10000,0,35,3
474,Step Counter - Calorie Counter - Pedometer Free,881,1.9,0.0,36,4.0,100000,0,2,1
475,Weight Calendar,1688,1.8,0.0,38,4.0,50000,0,9,1
476,Drink Water: Water tracker and reminder alarm,1575,1.9,0.0,36,4.0,50000,0,2,1
477,Simple Meditation,1817,9.8,0.0,55,4.0,100000,0,43,3
478,CVS/pharmacy,160889,63.0,0.0,33,4.0,10000000,0,16,1
479,RunDouble Couch to 5K PRO,214,34.0,1.59,96,2.0,10000,0,57,5
480,Half Marathon PRO by RunDouble,11,34.0,1.59,96,2.0,1000,0,57,5
481,10K PRO by RunDouble,23,34.0,1.59,96,2.0,1000,0,57,5
482,Couch to 5k & 10k,2085,14.0,0.0,48,4.0,100000,0,35,3
483,Keep Trainer - Workout Trainer & Fitness Coach,63661,25.270662905500703,0.0,33,4.142857142857143,5000000,0,13,1
484,Strong Legs in 30 Days - Legs Workout,10410,40.0,0.0,32,4.0,1000000,0,6,1
485,Lose Belly Fat - Home Workout,5671,59.0,0.0,32,4.0,1000000,0,6,1
486,Home Workout - No Equipment,25121,74.0,0.0,32,4.0,1000000,0,7,1
487,Strong Arms in 30 Days - Biceps Exercise,6775,36.0,0.0,32,4.0,1000000,0,6,1
488,Kickboxing - Fitness and Self Defense,7922,53.0,0.0,32,4.0,500000,0,6,1
489,Salud Responde,8223,25.270662905500703,0.0,47,4.0,1000000,0,35,3
490,HealthHub SG,1564,37.0,0.0,35,5.0,100000,0,39,1
491,HealthEngine,7335,16.0,0.0,33,4.0,100000,0,5,1
492,Polar Beat - Multisport Fitness App,27961,68.0,0.0,33,5.0,1000000,0,40,1
493,iMuscle 2,2581,31.0,1.99,34,4.0,50000,0,29,1
494,Tecnofit Box,126,25.0,0.0,32,4.0,50000,0,6,1
495,Philips Sonicare,1791,84.0,0.0,33,6.0,100000,0,64,1
496,Oral-B,18091,95.0,0.0,34,6.0,1000000,0,64,1
497,My KP Meds,144,47.0,0.0,33,6.0,10000,0,64,1
498,Kaiser Permanente Washington,770,18.0,0.0,35,5.0,100000,0,39,1
499,Boseï¿½ Sleep,2104,53.0,0.0,33,5.0,50000,0,40,1
500,Trainingym,1338,21.0,0.0,33,4.0,100000,0,5,1
501,Pharmacie de Garde CI et Prix,3029,6.9,0.0,47,2.0,100000,3,60,6
502,Medicaments de France,25,2.8,0.0,34,4.0,1000,0,4,1
503,Aetna International,56,3.8,0.0,37,4.0,10000,0,1,1
504,Aetna Mobile,3963,38.0,0.0,35,4.0,1000000,0,12,1
505,LA Fitness Mobile,8116,12.0,0.0,34,4.0,1000000,0,4,1
506,eGym Fitness app,5853,25.270662905500703,0.0,33,4.142857142857143,100000,0,13,1
507,Doctor At Home,376,8.2,0.0,36,4.0,100000,0,2,1
508,????????? ???? ???,420,1.7,0.0,34,4.0,100000,0,4,1
509,Smoothies and Healthy Juices,161,11.0,0.0,32,4.0,10000,0,14,1
510,Phiten????????????,10,11.0,0.0,35,5.0,10000,0,39,1
511,The Wonder Weeks,10668,19.0,2.99,38,4.0,500000,0,37,4
512,Tarjeton Digital IMSS,349,29.0,0.0,34,4.0,10000,0,12,1
513,Life Time Member App,3347,51.0,0.0,33,5.0,100000,0,40,1
514,The Gym,45,30.0,0.0,35,5.0,10000,0,39,1
515,Quit Tracker: Stop Smoking,57700,4.7,0.0,35,4.0,1000000,0,3,1
516,Stop Smoking - EasyQuit free,55808,4.4,0.0,34,4.0,1000000,0,4,1
517,Fap Watch: Quit your fap addiction,492,4.0,0.0,38,4.0,50000,0,9,1
518,Fat Burning Workouts - Lose Weight Home Workout,5984,10.0,0.0,35,4.0,1000000,0,3,1
519,Bodyweight Workout,20341,2.5,0.0,32,4.0,1000000,0,14,1
520,Start Running. Couch to 5K Run Tracker,7393,3.4,0.0,32,4.0,500000,0,14,1
521,Samsung Health,667452,79.0,0.0,33,5.0,500000000,0,24,1
522,Thermo - Smart Fever Management,220,22.0,0.0,39,4.0,50000,0,10,1
523,Timer Plus - Workouts Timer,1152,16.0,0.0,38,4.0,100000,0,9,1
524,Back pain exercises,203,45.0,0.0,33,4.0,10000,0,6,1
525,?? ???,285,3.7,0.0,34,4.0,50000,0,4,1
526,home workout exercise and yoga,112,48.0,0.0,35,5.0,1000,0,39,1
527,MENSTRUATION  REMEDIES and PERIOD TRACKER,3,4.6,0.0,38,4.0,100,0,9,1
528,Virgin Active,922,58.0,0.0,34,5.0,100000,0,40,1
529,Bodybuilding.com Store,2406,19.0,0.0,37,4.0,500000,0,1,1
530,Sleep Time : Sleep Cycle Smart Alarm Clock Tracker,31161,36.0,0.0,50,4.0,1000000,0,34,3
531,Heart Rate Plus - Pulse & Heart Rate Monitor,15942,25.270662905500703,0.0,33,4.142857142857143,1000000,0,13,1
532,LifeCoin - Rewards for Walking & Step Counting,486,47.0,0.0,41,5.0,10000,0,47,1
533,Runtastic Heart Rate Monitor & Pulse Checker,148695,25.270662905500703,0.0,41,4.142857142857143,5000000,0,18,1
534,Cardiograph - Heart Rate Meter,200924,25.270662905500703,0.0,47,4.142857142857143,10000000,0,35,3
535,Accurate Heart Rate Monitor,3287,2.2,0.0,34,5.0,100000,0,48,1
536,NutriBullet Balance,94,74.0,0.0,34,5.0,10000,0,40,1
537,HASfit Home Workout Routines & Fitness Plans,2441,21.0,0.0,34,4.0,100000,0,4,1
538,Nourish Perfect Portions,9,4.6,0.0,50,4.0,1000,0,34,3
539,BMI Calculator,54135,2.4,0.0,32,4.0,1000000,0,14,1
540,Balance Health,571,6.8,0.0,32,4.0,10000,0,14,1
541,FITINDEX,128,25.270662905500703,0.0,33,4.0,10000,0,6,1
542,Round the Bays,15,33.0,0.0,46,2.0,1000,0,25,3
543,Del amor y otros demonios libro,3,19.0,0.0,35,6.0,1000,0,64,1
544,Home Workout - No Equipment,281,25.0,0.0,37,4.0,10000,0,11,1
545,Wellie,42,81.0,0.0,38,4.0,10000,0,20,1
546,Boxing Interval Timer,6629,25.270662905500703,0.0,36,4.142857142857143,500000,0,2,1
547,SmartWOD Timer - WOD timer for Cross Training,822,15.0,0.0,33,4.0,100000,0,5,1
548,LES MILLS On Demand,652,16.0,0.0,33,4.0,10000,0,5,1
549,30 Day Fitness Challenge : Fitness Workout at Gym,529,9.2,0.0,33,4.0,100000,0,5,1
550,Meditation Music for Sleep & Relaxing Mind - Body,187,7.9,0.0,35,4.0,10000,0,3,1
551,Serenity: Guided Meditation & Mindfulness,1300,83.0,0.0,32,4.0,50000,0,7,1
552,Mood Log,1052,5.1,0.0,44,4.0,10000,0,27,1
553,Am I Pregnant?(Pregnancy test),483,7.7,0.0,35,4.0,100000,0,3,1
554,Reverie: 30 day meditation Challenge,15,36.0,0.0,35,4.0,1000,0,12,1
555,iFasting - Simple Intermittent Fasting Tracker,2425,11.0,0.0,33,4.0,100000,0,5,1
556,LIFE Fasting Tracker,938,78.0,0.0,33,6.0,50000,0,64,1
557,Intermittent Fasting,15,12.0,0.0,34,4.0,10000,0,4,1
558,Zero Calories - fasting tracker for weight loss,4724,11.0,0.0,33,4.0,100000,0,5,1
559,Ketogenic Diet Low carb recipes for Weight Loss,24,10.0,0.0,36,4.0,1000,0,2,1
560,From Seed to Spoon Vegetable & Fruit Grow Guides,288,53.0,0.0,33,4.0,50000,0,6,1
561,Vacunas,6,7.2,0.0,34,4.0,500,0,4,1
562,MiPrescripcion,7,16.0,0.0,39,4.0,100,0,10,1
563,ASISA,1861,27.0,0.0,33,4.0,100000,0,6,1
564,Pure Madrid (Alertas de Contaminaciï¿½n),422,3.2,0.0,33,4.0,10000,0,5,1
565,Citas Andalucï¿½a,46,55.0,0.0,39,4.0,10000,0,19,1
566,Dona Sangre Andalucï¿½a,200,4.0,0.0,55,4.0,10000,0,43,3
567,It Works! Live Fit,173,14.0,0.0,34,5.0,10000,0,48,1
568,WebMD Allergy,6116,30.0,0.0,35,4.0,100000,0,12,1
569,WebMD Baby,5514,20.0,0.0,35,4.0,500000,0,3,1
570,Smart Fit Colombia,785,31.0,0.0,33,4.0,100000,0,6,1
571,Sugar Sense - Diabetes App,1313,40.0,0.0,33,4.0,100000,0,6,1
572,Onpoint,1,8.9,0.0,35,5.0,10,0,39,1
573,Legacy StayWell,59,7.9,0.0,35,4.0,10000,0,3,1
574,My Cycles Period and Ovulation,26849,25.270662905500703,0.0,32,4.0,1000000,0,6,1
575,Freeletics Gym,5188,21.0,0.0,35,4.0,500000,0,3,1
576,Freeletics Nutrition,3809,4.8,0.0,33,5.0,500000,0,48,1
577,The Blood Type Dietï¿½,434,5.8,3.99,32,2.0,50000,0,37,4
578,Moon Climbing - MoonBoard,304,44.0,0.0,41,4.0,50000,0,19,1
579,NYU Langone Health,228,26.0,0.0,33,5.0,50000,0,48,1
580,Drink Water Reminder - Hydration and Water Tracker,386,2.2,0.0,33,4.0,10000,0,5,1
581,Blue Light Filter & Night Mode - Night Shift Pro,1044,2.7,1.49,34,4.0,5000,0,30,1
582,Anytime Workouts,197,20.0,0.0,33,4.0,100000,0,5,1
583,LFconnect ï¿½ Workout Tracking,5302,28.0,0.0,33,4.0,500000,0,6,1
584,Nadura,2,36.0,0.0,34,4.0,100,0,12,1
585,mySymptoms Food Diary & Symptom Tracker (Lite),1378,15.0,0.0,34,4.0,100000,0,4,1
586,Fast Tract Diet,43,2.4,7.99,40,4.0,5000,0,45,4
587,Poocount - Toilet Journal,8,5.3,1.99,33,5.0,100,0,46,4
588,Tarjeton Digital,287,8.3,0.0,34,4.0,10000,0,4,1
589,Kegel Trainer - Exercises,28718,8.3,0.0,33,4.0,500000,0,5,1
590,Kegel Exercises,2531,3.0,0.0,34,4.0,50000,0,4,1
591,Century Hospital,20,2.7,0.0,36,4.0,1000,0,2,1
592,"Fruits Benefit in Urdu, Phalon kay Faide",46,17.0,0.0,38,4.0,10000,0,9,1
593,Smart B-Trainer,521,51.0,0.0,38,4.0,50000,0,11,1
594,Tricep Workout For Men,16,7.5,0.0,40,4.0,5000,0,10,1
595,Weight Loss Workout at Home-Lose Weight in 30 Days,1,4.7,0.0,35,4.0,10,0,3,1
596,Bar Method,72,8.3,0.0,36,4.0,10000,0,2,1
597,Orangetheory Fitness Booking,1006,8.1,0.0,36,4.0,100000,0,2,1
598,F45 Training Glofox,51,11.0,0.0,34,4.0,10000,0,4,1
599,Burn Boot Camp,35,7.5,0.0,35,4.0,10000,0,3,1
600,Yes.Fit,651,31.0,0.0,33,4.0,50000,0,6,1
601,YogaWorks,33,8.0,0.0,41,4.0,10000,0,18,1
602,Pure Barre,192,7.9,0.0,35,4.0,50000,0,3,1
603,Abs Workout - lose belly fat & build ab,19783,7.2,0.0,32,4.0,1000000,0,14,1
604,Die 28 Dae Eetplan,1,11.0,0.99,45,4.0,500,0,44,1
605,TrainingPeaks,13252,31.0,0.0,33,4.0,500000,0,6,1
606,First Aid For Cyclists,167,2.0,0.0,65,2.0,10000,0,41,3
607,First Aid for all Emergency,189,6.9,0.0,37,4.0,50000,0,1,1
608,Moshi Twilight Sleep Stories: Calm Bedtime App,965,52.0,0.0,32,5.0,100000,0,40,1
609,Dog Symptom,7,2.9,0.0,42,5.0,1000,0,47,1
610,Remedios Caseros,67,11.0,0.0,32,4.0,10000,0,14,1
611,Relaxing Music for Stress - Anxiety Relief & Sleep,436,7.9,0.0,35,4.0,100000,0,3,1
612,Urban fit,209,17.0,0.0,33,4.0,10000,0,5,1
613,WellTrack - Interactive Self-Help Therapy,42,45.0,0.0,33,4.0,5000,0,6,1
614,"Omvana: Meditation, Yoga Sleep",4503,34.0,0.0,74,4.0,100000,1,59,3
615,eMoods Bipolar Mood Tracker,3825,25.270662905500703,0.0,34,4.142857142857143,100000,0,13,1
616,Sleep+ music for sweet dreams,7,8.3,1.49,33,4.0,50,0,30,1
617,"UP! - Depression, Bipolar & Borderline Management",908,14.0,0.0,35,5.0,10000,0,39,1
618,Heart Rate Monitor,28667,4.6,0.0,49,3.0,1000000,0,33,3
619,Heart Rate Monitor,23668,2.3,0.0,55,4.0,1000000,0,43,3
620,BMI Calculator,69,2.1,0.0,35,5.0,1000,0,39,1
621,healow,25633,34.0,0.0,36,4.0,1000000,0,12,1
622,UAB Medicine Wayfinder,16,60.0,0.0,38,4.0,5000,0,20,1
623,ICanCaRe - Online Wellness & Healthcare App,10,9.7,0.0,33,5.0,100,0,48,1
624,PCDT IST,15,5.9,0.0,41,4.0,5000,0,18,1
625,MedSUS,20,25.0,0.0,35,4.0,1000,0,12,1
626,Blood Donors MT,16,51.0,0.0,35,4.0,1000,0,12,1
627,Shepeard Community Blood,3,6.6,0.0,36,4.0,100,0,2,1
628,TBC Now,9,7.9,0.0,37,4.0,1000,0,1,1
629,????? ??????? ????? ????????,79,4.3,0.0,47,2.0,10000,0,25,3
630,Sound Machine: Sleep & Relax,319,37.0,0.0,45,5.0,10000,0,47,1
631,Homemade Beauty Tips,172,4.0,0.0,43,4.0,50000,0,27,1
632,Running Distance Tracker +,96049,25.270662905500703,0.0,34,5.0,1000000,0,39,1
633,Back Pain Relieving Exercises at Home,66,11.0,0.0,33,4.0,10000,0,5,1
634,Home Workout - No Equipment & Meal Planner,46871,10.0,0.0,35,4.0,5000000,0,3,1
635,5 Minute Pilates,7003,7.4,0.0,39,4.0,100000,0,10,1
636,5 Minute Fat Loss,3228,7.9,0.0,39,4.0,50000,0,10,1
637,5 Minute Home Workouts: Exercises for men & women,19327,15.0,0.0,37,4.0,500000,0,1,1
638,5 Minute Ab Workouts,2440,8.3,0.0,39,4.0,50000,0,10,1
639,5 Minute Yoga,10107,7.3,0.0,39,4.0,100000,0,10,1
640,My Challenge Tracker,12197,75.0,0.0,33,4.0,500000,1,62,6
