,App_Names,Reviews,Size,Price,Last Updated,Minimum Android Version,install,Content
1136,One North Run,13,51.0,0.0,36,5.0,50,0
1141,????? ??????? ???????,12,3.9,0.0,40,4.0,1000,0
1142,Meditation Guide,4,6.4,0.0,39,4.0,1000,0
1143,"Home Workout : No Equipment - Hips, Legs Workout",6,9.5,0.0,38,4.0,1000,0
1144,BriovaRx,17,1.1,0.0,39,5.0,10000,0
1145,myCDH,185,5.1,0.0,46,5.0,10000,0
1146,Protect yourself from the narcissist,3,29.0,0.0,40,4.0,1000,0
1147,Your Texas Benefits,22339,34.0,0.0,36,5.0,1000000,0
1152,Chakras Cleansing Pro,31,85.0,1.49,42,4.0,100,0
1153,Chakras Meditation PRO,61,96.0,2.99,42,4.0,500,0
1154,Tools & Amazfit,1657,14.0,3.49,33,4.0,10000,0
1157,Wodify,1704,1.6,0.0,61,4.0,100000,0
1159,Zwanger & Baby - Ouders van Nu,324,25.270662905500703,0.0,32,4.142857142857143,50000,0
1160,Yoga Mudras for 300+ Diseases,19,6.0,0.0,47,4.0,1000,0
1161,Yoga Poses for 300+ Diseases,134,3.6,0.0,47,4.0,100000,0
1162,JAIN REFLEXOLOGY,54,11.0,0.0,32,4.0,1000,0
1163,Finger Holding Therapy,5,3.1,0.0,47,4.0,1000,0
1164,Diabetes Nature Cure,3,6.0,0.0,47,4.0,100,0
1165,Top 5 Home Remedies for 300+ Diseases,3,7.4,0.0,47,4.0,100,0
1166,Unimed-BH,2351,29.0,0.0,32,4.0,100000,0
1168,Height Increase Exercise - Workout height increase,7786,12.0,0.0,34,4.0,500000,0
1169,Glofox,403,11.0,0.0,34,4.0,50000,0
1170,Glofox Pro,13,11.0,0.0,33,4.0,1000,0
1171,Skagen Connected,5045,24.0,0.0,34,4.0,100000,0
1177,12Climb,42,23.0,0.0,33,4.0,500,0
1178,Baycare Community Application,20,16.0,0.0,35,4.0,5000,0
1179,My+Health,130,12.0,0.0,33,4.0,5000,0
1186,Interval timer with music,3775,17.0,0.0,34,4.0,100000,0
1187,Tabata timer with music,12616,18.0,0.0,34,4.0,100000,0
1188,?????? ??? ???? ?? ????,330,4.6,0.0,34,4.0,100000,0
1189,OneTouch Reveal Plus,24,33.0,0.0,34,4.0,1000,0
1193,Lose Weight Healthily,18360,6.4,0.0,35,4.0,1000000,0
1194,?????? ????? -  Bangla blood group app,1616,4.3,0.0,34,4.0,100000,0
1195,The Power of Your Subconscious Mind -Joseph Murphy,35,4.8,0.0,39,4.0,10000,0
1196,Gym Trainer - Fitness Coach with Workout Diet Plan,1762,4.8,0.0,33,4.0,100000,0
1197,Total Fitness - Gym & Workouts,56810,11.0,0.0,35,4.0,1000000,0
1198,Workout for Women. Female fitness training at home,2182,25.270662905500703,0.0,33,5.0,50000,0
1199,Pro Gym Workout (Gym Workouts & Fitness),37508,42.0,0.0,33,4.0,1000000,0
1200,Fitness Trainer FitProSport,34805,70.0,0.0,33,4.0,1000000,0
1201,"Health Pal - Fitness, Weight loss coach, Pedometer",18185,5.3,0.0,37,4.0,1000000,0
1202,Meditation Songs to Relax,1,22.0,0.0,35,5.0,50,0
1203,Relaxing Piano Songs,9,12.0,0.0,38,4.0,500,0
1204,Meditation & Relaxation Music: Calm Sleep Sounds,27236,61.0,0.0,33,5.0,1000000,0
1205,Interval Trainer PRO,384,3.7,0.0,61,4.0,10000,0
1207,HealthNav,53,33.0,0.0,34,4.0,10000,0
1209,En Yak?n Nï¿½betï¿½i Eczane - Bursa,4,3.1,0.0,38,5.0,50,0
1210,Pedometer,542,1.7,0.0,57,2.0,50000,0
1211,TATTA??RUNNET??GPS?????????,1350,14.0,0.0,38,4.0,10000,0
1212,Disney Magic Timer by Oral-B,35398,94.0,0.0,35,4.0,1000000,0
1213,???? ????? | Ghrcha Vaidya |,8,5.4,0.0,34,4.0,100,0
1221,Step Counter - Pedometer,243,3.0,0.0,43,4.0,10000,0
1224,Female Workout - Get Fit in 8 Weeks,426,76.0,0.0,34,4.0,10000,0
1225,Lasting: Marriage Health App,337,28.0,0.0,32,4.0,100000,0
1226,Kemiluppen,285,14.0,0.0,32,4.0,50000,0
1232,MyAtriumHealth Tracker,22,39.0,0.0,38,5.0,1000,0
1233,Golden MM Health-?????????????????,42,15.0,0.0,36,4.0,10000,0
1234,Vora - Fasting Tracker,2362,11.0,0.0,33,4.0,100000,0
1235,iFasting Pro - Simple Intermittent Fasting Tracker,63,9.5,6.0,34,4.0,500,0
1236,iHabit - Easy to Use Habit Reminder and Tracker,7,11.0,0.0,34,4.0,100,0
1237,Ochre Health,7,10.0,0.0,67,4.0,500,0
1238,Jupiter Health,10,10.0,0.0,78,4.0,1000,0
1240,Activity action tracker,175,8.5,0.0,45,4.0,50000,0
1241,Vivitar Get Fit,196,7.0,0.0,32,4.0,10000,0
1242,Pedometer Plus - Step Counter & Walking Tracker,803,3.7,0.0,39,4.0,50000,0
1245,WeightWar - Weight Loss,20548,6.6,0.0,33,4.0,1000000,0
1246,??,2,19.0,0.0,35,4.0,50,0
1247,Fitness Trainer FitProSport FULL,6553,69.0,0.99,33,4.0,50000,0
1248,eFitnessApp,67,4.6,0.0,33,4.0,10000,0
1250,pregnancy calendar,25,8.2,0.0,41,4.0,10000,0
1251,Squats,6,4.3,0.0,56,5.0,1000,0
1253,HandCare Free Cuida tus manos,3,16.0,0.0,73,2.0,500,0
1255,Lower Blood Pressure,4,165.0,0.0,90,2.0,1000,0
1256,Rally Healthï¿½,40029,30.0,0.0,33,5.0,100000,0
1257,Fit Notifications (for Fitbit),1886,3.9,0.0,39,4.0,100000,0
1261,Activ Health,1419,20.0,0.0,33,5.0,50000,0
1262,Plantas y Frutas Medicinales Gratis,152,11.0,0.0,34,4.0,50000,2
1263,Mejor con Salud - Bienestar y nutriciï¿½n,492,2.4,0.0,35,4.0,50000,2
1264,Women Workout: Home Gym & Cardio,37349,78.0,0.0,40,2.0,1000000,0
1267,Tecnofit,140,22.0,0.0,33,4.0,50000,0
1268,mywellness,4757,25.270662905500703,0.0,33,4.142857142857143,1000000,0
1275,Bodybuilding Exercise - 3D Animation,13,53.0,0.0,39,4.0,500,0
1276,Weight Loss Exercise For Women,4,37.0,0.0,37,4.0,100,0
1277,Screen Light Table Lamp,951,3.5,0.0,34,4.0,100000,0
1278,"Night Light Pro: Blue Light Filter, Night Mode",341,2.8,0.99,35,4.0,50000,0
1279,Achievement - Rewards for Health,8136,8.0,0.0,33,6.0,100000,0
1280,The Screen SG ??,423,29.0,0.0,35,4.0,100000,0
1283,United Concordia Dental Mobile,248,12.0,0.0,36,4.0,50000,0
1284,IDA,106,16.0,0.0,37,4.0,5000,0
1285,Teeth4Life,2,11.0,0.0,33,4.0,100,0
1288,???? ??????? ??????,1538,11.0,0.0,40,4.0,100000,0
1291,?? ???? ???,7897,10.0,0.0,42,4.0,500000,0
1292,Workout for Women | Weight Loss Fitness App by 7M,6336,35.0,0.0,38,4.0,100000,0
1293,Lift Logger,21,4.7,0.0,38,5.0,5000,0
1294,NYRR App,81,22.0,0.0,33,4.0,10000,0
1295,Daily Mudras (Yoga) - for health,6131,27.0,0.0,37,4.0,100000,0
